order_id,session_id,order_date,order_value
O61805577,S79375188,2025-06-13,76.71
O1154513,S178195666,2025-07-06,84.13
O8083741,S667865285,2025-08-07,78.91
O4302975,S237552976,2025-07-06,123.42
O17015388,S518273991,2025-07-09,86.98
O73729031,S672076473,2025-07-16,52.14
O30067210,S490161706,2025-07-28,92.43
O42595629,S680426405,2025-06-16,59.44
O15483213,S146705311,2025-07-12,66.68
O3480169,S709367616,2025-07-14,87.94
O52407456,S509276407,2025-07-28,72.12
O38456210,S304760664,2025-06-29,119.62
O76531197,S191063148,2025-07-11,93.45
O79615724,S795660654,2025-06-22,86.02
O81010524,S755619890,2025-06-18,109.07
O80340094,S512310572,2025-07-24,75.31
O68936888,S547983579,2025-07-03,107.92
O7688659,S813965377,2025-08-09,92.65
O68666381,S693942925,2025-06-18,117.72
O72822688,S788018979,2025-06-27,87.46
O409070,S796462071,2025-07-01,79.76
O19042997,S331818118,2025-06-14,94.55
O85658295,S527376509,2025-06-17,59.85
O39507730,S257569720,2025-08-07,56.72
O33738406,S650395704,2025-06-19,67.01
O71405892,S540210749,2025-08-14,42.04
O96653380,S275175777,2025-08-18,111.88
O96267505,S737539585,2025-05-19,103.04
O89499278,S109789565,2025-07-13,128.85
O50594085,S714938042,2025-06-22,85.91
O36643189,S712759673,2025-08-05,92.19
O37535281,S278799111,2025-07-08,110.05
O67663967,S982717158,2025-06-17,73.96
O49962621,S90727289,2025-07-05,105.17
O24569148,S659180508,2025-07-12,111.0
O38189697,S239150584,2025-05-29,54.35
O50057565,S527207817,2025-08-01,64.82
O4921674,S853700303,2025-07-30,95.08
O55505467,S345250349,2025-07-31,77.89
O3938809,S153897614,2025-06-14,90.49
O59578627,S744952268,2025-07-07,88.88
O10605539,S194370336,2025-07-06,141.32
O83163190,S606800476,2025-08-08,120.93
O73565369,S642927629,2025-07-10,95.8
O44152710,S243624463,2025-07-12,92.49
O24898780,S298269826,2025-06-30,143.4
O63222785,S458439656,2025-07-03,104.44
O33542312,S793266457,2025-06-13,130.02
O86683164,S563236102,2025-06-21,72.39
O66995577,S163961825,2025-07-04,76.86
O38080905,S529805382,2025-08-11,128.18
O2674946,S981078606,2025-07-06,67.5
O3433224,S177225744,2025-08-08,115.7
O16382275,S352485452,2025-07-09,102.63
O12840282,S863763327,2025-06-07,128.03
O49833063,S950231484,2025-06-22,104.38
O81988872,S789041325,2025-07-22,83.31
O98265965,S573570018,2025-06-06,74.4
O46252335,S394381053,2025-08-24,84.99
O89151631,S446728252,2025-06-07,72.62
O24882460,S197358213,2025-06-09,49.78
O72465787,S406445028,2025-06-04,49.91
O15332422,S422633103,2025-08-13,102.89
O48650559,S478543240,2025-07-16,112.0
O95505128,S457048589,2025-06-20,81.17
O24785944,S878366971,2025-06-03,98.73
O34932262,S830914716,2025-07-24,102.57
O68029408,S437623922,2025-08-15,68.57
O98557687,S330009128,2025-08-20,111.56
O44309348,S638848378,2025-07-16,122.61
O16933343,S778054075,2025-07-25,45.77
O43313035,S911590035,2025-06-13,118.48
O42638456,S205775096,2025-06-20,87.52
O86111636,S755144924,2025-08-15,106.62
O83976242,S785046005,2025-08-11,33.14
O98906020,S736849126,2025-06-19,100.99
O34670685,S238487690,2025-07-20,91.09
O32042669,S526351806,2025-06-04,80.78
O6426456,S375508331,2025-06-11,134.76
O78715702,S118771636,2025-06-17,105.8
O65580067,S316411485,2025-08-13,68.02
O60556735,S991323487,2025-07-23,102.94
O63925472,S749685250,2025-06-23,64.73
O31857697,S628068430,2025-08-06,93.11
O88517116,S837895818,2025-08-13,43.72
O63864214,S647175457,2025-08-16,75.49
O99057327,S673989387,2025-06-12,98.97
O51812584,S608381823,2025-07-29,75.75
O41972402,S16763039,2025-06-10,69.34
O8023812,S904927864,2025-07-01,104.58
O97964636,S319205437,2025-06-16,136.26
O97280040,S397669060,2025-06-19,66.87
O63545444,S343085089,2025-05-21,77.83
O25930148,S583392162,2025-08-02,111.29
O32270537,S383363228,2025-07-16,98.01
O19990312,S312218242,2025-07-20,54.02
O50510241,S287556287,2025-07-15,83.99
O36260161,S522337477,2025-05-29,106.78
O46050960,S277015065,2025-07-08,84.23
O89464289,S83319341,2025-06-07,41.08
O82818996,S452685946,2025-05-29,114.05
O97776564,S53226523,2025-06-23,123.52
O82894810,S75574855,2025-07-12,77.68
O77279083,S365087921,2025-07-30,122.35
O64465318,S540387592,2025-06-15,95.38
O53476135,S290936600,2025-06-19,90.11
O20457236,S345735013,2025-08-21,82.88
O68940295,S978110338,2025-06-22,64.13
O62308326,S816960494,2025-06-26,118.14
O16032179,S975969087,2025-07-11,90.18
O71149557,S711920920,2025-08-06,52.85
O21733827,S247646832,2025-08-03,81.4
O40151957,S821013179,2025-06-10,73.15
O96366404,S339516298,2025-06-11,117.37
O78442849,S802164446,2025-08-24,100.22
O75812752,S543512119,2025-07-02,88.81
O42956892,S285320829,2025-07-08,82.05
O24671179,S571873517,2025-07-29,90.36
O85948885,S752592566,2025-06-02,71.32
O58017407,S66904942,2025-06-05,99.14
O67304869,S323885884,2025-08-26,120.45
O7429211,S144063958,2025-07-26,122.15
O23391920,S215988380,2025-07-21,86.43
O85577163,S144819347,2025-06-25,73.27
O16621247,S758463485,2025-08-08,85.83
O75898595,S808576089,2025-07-02,101.25
O12396838,S543446237,2025-06-18,142.41
O45616056,S132397445,2025-05-30,115.52
O29284024,S166606869,2025-07-30,65.49
O10836571,S918668297,2025-06-30,102.86
O6888141,S487525378,2025-08-06,51.7
O26482483,S963853998,2025-06-27,47.8
O29909399,S201711519,2025-08-14,118.84
O91095666,S34486709,2025-06-25,112.11
O52402708,S119027232,2025-07-06,97.63
O60939482,S682810725,2025-06-11,98.46
O39876965,S29627827,2025-06-14,125.64
O48767904,S749546258,2025-05-23,149.1
O83349418,S415164241,2025-05-31,62.19
O85416699,S662226915,2025-08-27,122.38
O72159754,S635916009,2025-05-25,51.69
O94581510,S642767442,2025-07-23,81.4
O71022776,S432814211,2025-06-06,92.94
O67546090,S202770843,2025-08-08,132.59
O79095862,S962504804,2025-08-15,65.44
O86951034,S110624411,2025-08-03,97.31
O48575521,S751380353,2025-06-05,128.95
O30055269,S477579319,2025-06-05,74.37
O85890711,S715250564,2025-06-13,89.46
O31567246,S180774897,2025-06-01,69.04
O67273020,S718285764,2025-06-26,101.3
O40955016,S268845901,2025-06-30,103.06
O71174568,S890866233,2025-08-10,87.5
O41828208,S380418621,2025-06-11,90.12
O16696149,S790738071,2025-07-01,59.91
O74530136,S711340856,2025-07-25,93.51
O56780417,S74194172,2025-08-28,63.86
O16839083,S128659026,2025-06-17,87.5
O86415665,S219711638,2025-07-26,57.35
O47339424,S5945526,2025-07-30,82.35
O17198041,S888520284,2025-07-03,123.66
O76985863,S230152187,2025-07-06,90.99
O98908075,S229349797,2025-07-18,15.0
O9023842,S513195880,2025-05-21,94.05
O15542838,S671670545,2025-07-14,117.97
O85148827,S241357944,2025-08-04,129.92
O66130441,S176616871,2025-08-11,154.77
O65264672,S29225484,2025-06-21,72.15
O59111307,S55449236,2025-05-23,149.37
O92101152,S778456956,2025-07-31,57.53
O37797069,S542472880,2025-08-08,148.17
O19819728,S576848724,2025-08-21,73.88
O29332227,S412974915,2025-07-28,185.43
O37031687,S205238535,2025-06-30,71.1
O62956055,S789885635,2025-07-25,64.78
O44689674,S402985326,2025-06-01,111.71
O82209614,S502172659,2025-07-26,97.67
O61636527,S543232710,2025-07-16,100.0
O59700577,S203935980,2025-07-03,120.86
O96364198,S948956472,2025-06-18,75.91
O53064124,S970787181,2025-07-11,83.99
O48011412,S416444770,2025-07-23,106.88
O3843462,S532283591,2025-08-13,57.57
O58020893,S134558961,2025-06-22,55.88
O68684862,S96247637,2025-06-26,104.8
O62009295,S665197812,2025-06-18,91.3
O58753180,S308803837,2025-07-05,114.81
O92239541,S469127869,2025-07-01,101.07
O39996211,S549227924,2025-07-27,124.82
O77422474,S350312076,2025-06-23,73.47
O4729991,S684638372,2025-08-04,109.26
O37860751,S780876782,2025-08-12,102.28
O54882745,S572528657,2025-08-05,135.11
O42432146,S179794326,2025-05-29,84.25
O4154710,S613170835,2025-07-06,75.49
O25768671,S626131423,2025-08-12,93.6
O70482373,S218221080,2025-07-28,84.15
O27833924,S505929436,2025-08-03,93.0
O23350933,S192075373,2025-05-22,98.54
O75011601,S693787535,2025-06-12,70.95
O86915058,S100339640,2025-07-12,29.42
O5161797,S41936445,2025-06-09,95.33
O78812729,S822778037,2025-06-19,81.3
O88497999,S561137083,2025-05-30,55.57
O1527749,S37918748,2025-07-22,98.33
O45344664,S35457831,2025-06-02,23.77
O42801616,S93760864,2025-07-13,100.14
O42951947,S862194452,2025-08-11,83.5
O98875517,S852100585,2025-06-10,146.39
O54305863,S815320085,2025-07-14,118.75
O2705920,S305179053,2025-05-19,115.69
O96714585,S722091165,2025-07-21,118.69
O11493404,S304968693,2025-05-29,92.71
O4552515,S227303650,2025-07-15,100.04
O50004906,S313696449,2025-07-20,33.4
O1998375,S137586011,2025-05-27,83.74
O69849726,S299715815,2025-05-30,83.13
O70954850,S33741480,2025-06-07,57.1
O29449805,S450727897,2025-06-14,114.46
O37165879,S527849083,2025-07-14,69.96
O18462187,S156303650,2025-08-10,115.67
O44389203,S277053625,2025-06-15,133.93
O35693299,S302194448,2025-07-19,54.7
O37528720,S911811960,2025-06-06,80.61
O91863975,S673812183,2025-06-30,118.45
O9556902,S228607335,2025-06-25,81.22
O16094025,S194406929,2025-06-05,31.3
O52144500,S384641507,2025-05-22,111.27
O20420433,S681989126,2025-05-23,56.84
O82705814,S410375958,2025-07-31,99.36
O49154407,S994834580,2025-06-21,95.73
O37204363,S6802980,2025-06-27,55.63
O95568704,S501926468,2025-06-09,91.51
O39553369,S695652116,2025-05-31,109.81
O74386742,S847729044,2025-06-02,117.15
O28995302,S860814445,2025-07-22,93.74
O33871799,S86556564,2025-06-23,83.23
O88522208,S353970678,2025-06-04,39.23
O20024083,S958045786,2025-06-17,104.12
O96868564,S795239819,2025-06-19,121.23
O31429693,S611650653,2025-08-15,87.97
O28319274,S209435871,2025-08-29,92.99
O99239070,S336179465,2025-07-04,125.3
O59253749,S495785835,2025-06-08,65.17
O86584188,S517957054,2025-06-05,102.77
O91255880,S935717846,2025-08-05,72.22
O18195184,S453985186,2025-07-20,116.97
O30474030,S145751068,2025-07-22,94.26
O77250832,S174935289,2025-06-03,78.71
O79482410,S536411425,2025-07-18,98.4
O65343728,S747526129,2025-05-18,93.04
O9872789,S785460995,2025-06-14,48.83
O68922141,S153192676,2025-06-03,38.53
O67491493,S787530595,2025-08-12,87.29
O55125346,S8738058,2025-08-20,95.19
O65395608,S849151247,2025-07-02,75.73
O69754282,S389302056,2025-08-07,50.06
O690699,S649311551,2025-07-24,88.16
O5249564,S217862524,2025-07-10,112.37
O62971891,S565174177,2025-07-18,95.08
O62471095,S891794063,2025-05-25,82.34
O45653797,S864851967,2025-06-07,68.45
O15694616,S221323370,2025-06-26,104.15
O27333990,S502482465,2025-06-04,99.47
O18250992,S378281547,2025-07-19,63.98
O70628771,S762477256,2025-07-24,109.05
O23975899,S144618228,2025-06-10,86.86
O73206571,S14595566,2025-07-20,108.4
O28800606,S752151556,2025-07-27,63.82
O32643906,S211909383,2025-06-15,86.79
O74693173,S57468522,2025-06-19,118.22
O92850553,S816551727,2025-05-22,58.38
O51191081,S466933293,2025-05-25,82.32
O34342363,S537411619,2025-05-26,65.26
O51408758,S426427712,2025-08-09,99.9
O40155066,S52756086,2025-07-13,91.17
O70753501,S776682255,2025-06-27,68.46
O56525239,S921184450,2025-05-28,134.1
O88281310,S804660752,2025-08-05,76.51
O96144839,S26084039,2025-08-07,131.06
O24604726,S78909086,2025-08-16,94.67
O73649979,S53496551,2025-06-23,58.88
O73758840,S597085369,2025-08-09,107.11
O49982213,S449441381,2025-07-27,109.21
O95362094,S963431850,2025-05-25,108.08
O53769893,S779583347,2025-08-11,134.72
O97736576,S694787078,2025-06-14,102.91
O48442531,S214456806,2025-07-20,43.67
O61915212,S92354022,2025-08-15,48.15
O79680170,S601324916,2025-05-30,83.57
O83744866,S837208893,2025-06-21,22.28
O62433964,S531081176,2025-06-05,74.07
O37687031,S332126628,2025-08-04,64.21
O30796761,S904911028,2025-08-06,119.38
O50284913,S618402343,2025-07-13,129.36
O72587509,S721883497,2025-07-30,140.96
O58471595,S481631216,2025-07-06,107.5
O64443836,S6374554,2025-06-01,44.68
O18996170,S294024797,2025-07-31,128.93
O16957666,S60657017,2025-06-04,132.27
O59769896,S798615271,2025-07-23,66.39
O81959900,S451916316,2025-08-06,121.44
O13800163,S55313883,2025-05-25,86.45
O14066012,S123926588,2025-07-18,71.96
O61600308,S306233946,2025-06-13,58.56
O50841666,S103061983,2025-07-28,65.44
O64397198,S473636436,2025-06-23,52.96
O94381262,S55559240,2025-08-02,94.29
O31920956,S226594013,2025-07-18,42.94
O44515398,S523400137,2025-05-20,86.31
O85576260,S810253367,2025-08-04,112.06
O86151460,S630054641,2025-06-09,72.71
O76132381,S280292317,2025-06-13,58.66
O43955607,S291019061,2025-06-07,84.9
O81379062,S455924725,2025-06-17,65.87
O93805207,S344956474,2025-06-25,62.46
O87440628,S563112203,2025-06-26,148.35
O83133840,S575078062,2025-08-08,49.64
O81987929,S339732201,2025-07-07,66.2
O33296773,S103689974,2025-07-14,94.44
O70895388,S27790824,2025-06-29,118.49
O31762634,S531647086,2025-07-24,110.76
O46421553,S952271377,2025-08-09,61.5
O35121347,S372055122,2025-06-26,76.44
O99103758,S811982814,2025-05-19,86.16
O99032598,S836343339,2025-05-20,98.06
O93485966,S761902096,2025-05-22,116.53
O29711581,S128613098,2025-06-05,128.6
O10246300,S835971555,2025-06-13,119.8
O69988854,S291364405,2025-07-15,71.84
O11025810,S595589609,2025-07-13,111.31
O1510946,S826336542,2025-07-06,45.42
O62158272,S939621448,2025-08-02,128.57
O45807520,S593568765,2025-06-26,130.39
O66682021,S333299944,2025-06-26,69.49
O97282204,S476028273,2025-08-08,92.65
O42779578,S165582025,2025-05-22,69.22
O93005880,S592482150,2025-07-14,121.53
O90386314,S843640705,2025-06-19,84.96
O46218739,S712544939,2025-08-08,85.86
O24941742,S466195599,2025-06-11,70.14
O29327781,S805120905,2025-07-25,101.3
O71744919,S575133473,2025-05-30,135.4
O38709596,S243820822,2025-07-08,97.08
O17952462,S994662309,2025-07-14,118.97
O14137752,S672085491,2025-07-22,106.25
O43228658,S777934796,2025-07-30,79.12
O16442828,S238010941,2025-06-08,47.11
O13648342,S502393905,2025-05-20,90.45
O58797063,S83359611,2025-06-26,108.55
O88813755,S111324029,2025-08-08,89.1
O41699862,S9577133,2025-06-29,50.75
O35374281,S753125399,2025-07-01,58.2
O77474850,S770715504,2025-08-09,142.18
O90044660,S300235482,2025-08-17,105.89
O38008317,S599546861,2025-06-29,85.38
O11124375,S460999521,2025-06-12,61.38
O16350931,S309902456,2025-06-26,115.46
O96778984,S681925709,2025-07-14,124.25
O48006875,S304714310,2025-06-29,67.16
O27048740,S916015289,2025-07-09,128.78
O92531269,S157783241,2025-06-23,99.42
O64130563,S133721066,2025-07-21,73.32
O33176828,S727499024,2025-06-02,95.59
O99783406,S138672106,2025-08-05,63.63
O84354479,S855275552,2025-08-06,56.59
O88189376,S579587181,2025-08-14,96.44
O16381443,S993949795,2025-08-19,30.07
O21634522,S270693688,2025-06-22,134.7
O45186363,S160637382,2025-06-26,96.93
O76495657,S106279356,2025-05-31,123.89
O41305400,S233707149,2025-08-07,110.9
O59396130,S183139544,2025-07-29,86.21
O99294793,S703817062,2025-06-23,82.39
O56004724,S539649830,2025-06-15,64.52
O29121065,S762879631,2025-08-06,145.86
O82534358,S297529272,2025-07-12,162.23
O26138835,S571952233,2025-07-07,124.96
O18019737,S448006390,2025-08-12,90.56
O95741826,S143740995,2025-06-30,98.14
O15330381,S756055053,2025-07-03,92.2
O26112503,S784004880,2025-08-05,55.48
O97674907,S390204706,2025-05-24,97.9
O48241138,S113982955,2025-08-05,110.24
O60751236,S354590160,2025-08-19,65.73
O64371425,S938498780,2025-07-30,105.05
O70918551,S148115889,2025-06-29,139.85
O47167118,S793026593,2025-07-31,114.98
O72950471,S769298701,2025-08-09,49.19
O25046874,S464905844,2025-06-29,119.58
O70239455,S999697844,2025-06-16,144.13
O96828344,S536963607,2025-06-20,64.25
O71602481,S79830063,2025-07-29,95.9
O94486886,S685339177,2025-07-11,64.22
O40583068,S49325227,2025-06-14,118.72
O48137317,S987853099,2025-07-02,130.4
O90162795,S767870054,2025-07-29,83.39
O76726703,S797136596,2025-06-02,137.21
O70830395,S565516632,2025-06-20,103.26
O35344443,S168337673,2025-08-08,70.22
O22190978,S884495496,2025-08-09,75.16
O65366357,S31515467,2025-08-12,44.94
O8024669,S408339758,2025-07-19,87.05
O69669108,S153728172,2025-07-29,112.18
O89694201,S308934890,2025-08-05,65.98
O87067190,S254552276,2025-06-06,115.61
O34163251,S871820844,2025-05-21,89.15
O58575800,S908641967,2025-05-27,53.85
O59389591,S883856882,2025-07-17,74.81
O12383822,S659144670,2025-07-23,84.81
O78361106,S972463833,2025-06-07,59.62
O67864610,S397912024,2025-07-29,55.0
O81389761,S214562364,2025-08-09,81.33
O8897464,S69085520,2025-08-17,103.33
O7693545,S383093245,2025-06-24,98.68
O69991609,S197274931,2025-06-16,123.3
O46756006,S427244181,2025-07-15,106.9
O85585731,S621838410,2025-06-18,92.41
O74254551,S239077802,2025-08-06,120.59
O53707097,S115778976,2025-08-09,49.98
O63951034,S883736796,2025-08-07,91.2
O25693679,S170791555,2025-07-08,36.67
O65637530,S837546302,2025-05-31,99.44
O91226700,S144306231,2025-08-10,94.88
O32616600,S472773862,2025-06-29,78.13
O76924617,S42222538,2025-08-10,26.59
O13289660,S64617373,2025-08-11,86.63
O29467538,S922611526,2025-07-01,86.88
O17397742,S344412318,2025-05-22,98.83
O96526670,S73191987,2025-07-16,68.63
O59249072,S253212110,2025-06-11,26.24
O55621625,S349213218,2025-06-09,58.23
O76478465,S291676662,2025-07-03,109.79
O99758260,S74218195,2025-08-11,105.44
O97585276,S729644920,2025-08-10,82.58
O36399172,S525487136,2025-07-29,51.71
O83136412,S702979362,2025-06-25,72.29
O72173274,S724816672,2025-07-26,93.92
O28289395,S865904590,2025-06-27,65.22
O57574163,S873994454,2025-07-05,76.44
O40492171,S715412910,2025-05-31,125.87
O37477280,S551841268,2025-06-14,89.52
O32755394,S558533625,2025-07-29,124.49
O74273924,S367716452,2025-06-16,94.72
O83485712,S948835552,2025-07-12,90.15
O80140372,S345483025,2025-07-25,112.38
O16997042,S287189299,2025-06-06,80.25
O6954526,S68682136,2025-07-21,133.99
O48253552,S118654308,2025-07-14,70.28
O82828032,S998897212,2025-06-20,125.84
O60666975,S646604433,2025-06-06,47.34
O50882047,S936271885,2025-06-10,47.16
O19661914,S877823575,2025-06-18,89.76
O43133801,S683453364,2025-07-24,49.9
O32233029,S30914555,2025-06-08,86.36
O51015690,S638472771,2025-07-25,109.57
O78572663,S786437858,2025-05-28,80.27
O19440284,S460731324,2025-06-14,27.38
O60143061,S272089279,2025-07-15,49.8
O98636000,S548870646,2025-05-30,51.99
O45128747,S51245351,2025-06-10,82.14
O46943021,S929826272,2025-06-16,26.87
O73044908,S458546715,2025-07-05,78.44
O71264046,S449234421,2025-08-03,103.61
O56047085,S340164543,2025-08-09,100.31
O69622979,S281537794,2025-07-05,97.94
O66306797,S768614586,2025-06-09,87.3
O34609078,S480345574,2025-07-17,112.28
O84147591,S55632370,2025-05-18,52.54
O32758170,S181665034,2025-07-01,74.66
O80966632,S178080863,2025-06-20,39.96
O28001016,S582778711,2025-07-04,100.5
O55651412,S269495996,2025-05-21,57.01
O47739330,S918072688,2025-06-26,86.94
O180363,S412461796,2025-06-10,66.56
O18449025,S104748099,2025-06-04,89.22
O41936517,S44972715,2025-06-12,76.54
O25250245,S404672683,2025-06-24,125.27
O93673782,S13986739,2025-08-12,98.77
O68032992,S244461495,2025-06-17,76.68
O45869407,S230664925,2025-06-27,97.91
O37164317,S256251650,2025-07-25,105.08
O34483417,S726626757,2025-05-23,91.64
O42533616,S381042805,2025-05-29,112.37
O64243235,S914431773,2025-08-04,83.52
O76358133,S659199078,2025-06-21,153.36
O80060505,S541230866,2025-08-06,55.85
O57284234,S888088813,2025-07-16,60.62
O58313371,S99823612,2025-07-01,88.02
O67995308,S430853412,2025-06-22,99.12
O33307087,S373469187,2025-06-20,85.54
O45127295,S315334845,2025-07-08,17.19
O23439041,S506715070,2025-07-23,84.03
O42038104,S890812471,2025-05-29,93.61
O32699606,S630874162,2025-06-28,59.59
O75106763,S971684727,2025-07-06,100.27
O85297450,S989242752,2025-07-01,84.08
O22502680,S296447255,2025-06-12,69.23
O14694416,S369251288,2025-08-02,100.2
O34776938,S400478835,2025-08-05,120.58
O86071115,S180498762,2025-08-06,99.22
O20477394,S95016455,2025-06-07,116.89
O43152526,S591792197,2025-08-06,86.36
O95313041,S270383296,2025-07-23,78.61
O45649086,S315405324,2025-07-10,94.36
O98642,S39031545,2025-05-21,73.0
O34483300,S399791268,2025-06-03,104.32
O88659160,S554528476,2025-07-19,83.71
O15104553,S246649032,2025-07-13,38.88
O94935178,S320784385,2025-07-20,78.25
O64371165,S78205438,2025-06-18,67.87
O33142304,S684161421,2025-06-26,75.63
O37393566,S906378120,2025-07-08,109.88
O13353893,S410871780,2025-08-05,78.96
O38895971,S575431700,2025-07-01,82.8
O635363,S144492637,2025-06-11,60.04
O97803944,S227812357,2025-08-02,133.31
O86512199,S762849020,2025-08-06,116.16
O10426756,S130947574,2025-05-20,40.2
O72415837,S837637322,2025-06-10,170.14
O96869820,S501641189,2025-07-23,67.32
O31631934,S593771960,2025-07-31,125.0
O13746614,S605462809,2025-08-05,111.17
O86403013,S752150535,2025-08-13,131.88
O77201441,S341063218,2025-07-30,66.59
O51638144,S425931364,2025-07-10,113.77
O75347455,S794834362,2025-08-07,116.63
O64617620,S663244864,2025-06-09,66.88
O10428832,S995634605,2025-07-29,90.41
O97369305,S151527296,2025-06-02,101.54
O94221103,S235159813,2025-05-19,69.04
O29844362,S898517242,2025-06-18,18.12
O20235407,S82940661,2025-08-02,100.5
O5076299,S95708020,2025-08-03,81.05
O89163769,S628204557,2025-06-22,72.59
O75620701,S646591751,2025-08-09,52.36
O93898437,S579046812,2025-07-09,70.62
O87484588,S500469410,2025-06-03,75.13
O20489936,S314672585,2025-07-25,109.23
O98406919,S312855460,2025-06-10,33.26
O35004914,S314876186,2025-08-09,77.45
O58557879,S76547024,2025-07-12,110.88
O79504044,S930447263,2025-06-04,103.05
O76377384,S71851553,2025-07-22,124.75
O8038983,S109568416,2025-07-25,107.4
O7916666,S48520171,2025-08-13,127.3
O86561754,S203029229,2025-06-23,76.12
O338925,S744377606,2025-06-28,124.47
O10013118,S315747855,2025-07-17,78.45
O73765113,S665402909,2025-06-09,108.56
O6759183,S257401523,2025-07-03,113.56
O19444067,S960749106,2025-07-12,76.11
O62728296,S175682823,2025-05-27,109.12
O4157545,S508694365,2025-07-02,102.26
O2233294,S836680474,2025-06-01,92.94
O56302098,S474377758,2025-06-27,114.77
O72950776,S155040888,2025-05-24,97.24
O44455880,S385474967,2025-07-09,82.82
O47616408,S830524416,2025-08-08,135.77
O33974005,S760535202,2025-07-29,109.75
O81771234,S463622958,2025-08-16,95.32
O46001544,S710721116,2025-08-20,52.87
O20388557,S95815594,2025-07-13,101.78
O94927117,S146772470,2025-07-24,102.74
O77321005,S290379881,2025-06-26,95.99
O75929198,S636697658,2025-08-20,34.63
O74606694,S504681355,2025-08-05,116.54
O76120205,S452288751,2025-06-03,87.44
O63829902,S63396108,2025-07-15,89.9
O49111485,S226942601,2025-07-18,72.35
O81192859,S874108273,2025-08-06,74.72
O42448481,S511314005,2025-08-20,131.61
O90738989,S423967432,2025-08-27,49.21
O71846598,S34856570,2025-05-26,116.7
O15978033,S136166031,2025-08-10,128.79
O49244543,S673859422,2025-06-24,42.94
O7615716,S261618894,2025-07-16,125.89
O385314,S456400672,2025-06-21,74.55
O98055651,S693378667,2025-06-28,74.78
O57084283,S712252268,2025-07-07,83.39
O25449976,S806383667,2025-07-19,100.87
O9072803,S861979953,2025-08-15,122.14
O39705259,S37591906,2025-07-14,17.2
O35748783,S691327277,2025-07-21,62.72
O82577017,S228271842,2025-06-18,132.54
O52824466,S904331259,2025-08-08,73.38
O92775235,S116818121,2025-07-18,95.34
O26461537,S402658447,2025-07-24,101.66
O90373628,S815098800,2025-07-12,102.7
O44612609,S494727298,2025-08-13,129.74
O11451147,S554941902,2025-05-23,143.0
O56029129,S342966498,2025-06-09,45.01
O88475205,S105112540,2025-06-11,99.03
O74344216,S132421099,2025-07-27,51.05
O70071453,S149808469,2025-07-11,70.02
O85559237,S443967674,2025-05-18,66.68
O35679607,S81035508,2025-05-29,59.11
O92964631,S483734476,2025-08-06,94.4
O28055210,S768960995,2025-05-24,139.27
O38323150,S363298791,2025-06-02,131.82
O42495482,S891541279,2025-07-02,73.14
O80422063,S944819961,2025-06-21,74.58
O59056647,S440930402,2025-05-27,82.24
O71569188,S136400499,2025-08-02,89.67
O4706929,S757112182,2025-06-18,61.25
O11011979,S726228580,2025-07-29,92.71
O86124775,S267857094,2025-07-31,56.34
O54595679,S263982506,2025-05-30,104.91
O46708740,S229181771,2025-06-04,99.53
O29007574,S750353121,2025-08-12,89.96
O12959173,S89290194,2025-08-03,82.95
O74093365,S618244838,2025-06-15,119.76
O73209458,S996428886,2025-05-26,48.92
O15583558,S724605134,2025-06-20,72.72
O65400584,S641089928,2025-08-15,110.62
O84630958,S47255686,2025-07-06,84.69
O49637595,S167938877,2025-07-15,135.15
O53685380,S348186369,2025-07-20,92.5
O94303284,S877625555,2025-07-07,84.79
O94358836,S258755327,2025-06-26,65.26
O56300073,S966599841,2025-06-26,54.94
O70936235,S631159469,2025-06-29,70.72
O60445954,S177609689,2025-08-06,67.5
O60555674,S510494426,2025-07-23,130.92
O98616130,S935246912,2025-07-02,114.41
O44839019,S68353280,2025-06-30,93.54
O17306121,S13372224,2025-06-14,98.04
O23679837,S88739142,2025-06-02,96.97
O51345489,S857027605,2025-07-26,87.65
O8324001,S447688837,2025-08-12,152.13
O26182833,S523527468,2025-08-17,94.31
O44439693,S429865690,2025-07-01,85.68
O7880249,S741437414,2025-08-05,58.43
O86789732,S302500308,2025-08-16,74.13
O78721515,S910385448,2025-08-11,94.28
O96309929,S705317961,2025-08-20,71.82
O42055271,S861211053,2025-07-04,105.37
O18329665,S709897285,2025-07-12,123.66
O30441314,S186633228,2025-06-09,112.52
O41115152,S103859223,2025-06-16,109.75
O82571336,S219958274,2025-05-27,123.96
O91291417,S486085566,2025-06-28,107.75
O44581875,S869640554,2025-08-11,99.88
O52998371,S262614936,2025-07-17,88.78
O76242467,S829650057,2025-07-24,106.99
O73008722,S618744794,2025-07-20,93.22
O13282420,S887186217,2025-05-22,111.66
O98690783,S36894327,2025-07-14,106.15
O21850517,S538885527,2025-06-19,85.52
O6451215,S174729570,2025-06-28,51.01
O59915373,S139898801,2025-07-07,99.72
O31392120,S26756898,2025-07-13,134.9
O95380867,S807392510,2025-07-21,124.03
O69423127,S385762226,2025-06-09,81.56
O33758663,S851093151,2025-07-01,57.51
O56239972,S912835923,2025-05-31,41.97
O51231345,S684133834,2025-06-06,114.1
O42665609,S743553874,2025-06-21,74.73
O51213200,S39636954,2025-08-09,120.67
O87150787,S151498525,2025-08-19,87.49
O47789846,S698209349,2025-07-04,89.31
O79931594,S152891430,2025-06-03,130.13
O23086468,S5587297,2025-08-07,86.0
O64877991,S406948744,2025-08-09,115.15
O5529817,S467186958,2025-07-31,87.59
O28810536,S655261455,2025-07-23,56.39
